Application,Launcher,Path,Icon Name
Umit Network Scanner,umit,/usr/share/pixmaps/umit/umit_ico_48px.svg,umit
Unison,unison2.40.102-gtk,/usr/share/pixmaps/unison2.40.102-gtk.svg,unison-gtk
Unison,unison,unison.png,unison
Unison,unison2.32.52-gtk,/usr/share/pixmaps/unison2.32.52-gtk.svg,unison2.32.52-gtk
Unison,unison2.27.57-gtk,/usr/share/pixmaps/unison2.27.57-gtk.svg,unison2.27.57-gtk
Unison,unison-gtk,/usr/share/pixmaps/unison-gtk.svg,unison-gtk
Unison-GTK,unison-gtk,/usr/share/pixmaps/unison-gtk.svg,unison-gtk
Unity 8,unity8,,unity8
UPnP AV Control Point,gupnp-av-cp,/usr/share/gupnp-tools/pixmaps/av-cp.png,av-cp
UPnP Network Light,gupnp-network-light,/usr/share/gupnp-tools/pixmaps/network-light-256x256.png,network-light
UPnP Universal Control Point,gupnp-universal-cp,/usr/share/gupnp-tools/pixmaps/universal-cp.png,universal-cp
Valentina Studio,VStudio,/opt/VStudio/Resources/vstudio.png,vstudio
Variable Manager,variablemanagerplugin,,variablemanagerplugin
Variety,variety,/usr/share/variety/media/variety.svg,variety
Variety,variety,/opt/extras.ubuntu.com/variety/share/variety/media/variety.svg,variety
Variety,extras-variety,/opt/extras.ubuntu.com/variety/share/variety/media/variety.svg,variety
Vavoom,vavoom,/usr/share/games/vavoom/vavoom.png,vavoom
VDR FrameBuffer Frontend,vdr-fbfe,/usr/share/icons/vdr_xineliboutput-fbfe.svg,xineliboutput-fbfe
VDR X-Frontend,vdr-sxfe,/usr/share/icons/xineliboutput-sxfe.svg,xineliboutput-sxfe
Vectoroids,vectoroids,/usr/share/pixmaps/vectoroids-icon.xpm,vectoroids
Viber,viber,/usr/share/pixmaps/viber.png,viber
Vim,vim,/usr/share/pixmaps/vim.svg,vim
Visual Studio,visual-studio-code,hardcoded,visual-studio-code
ViTE,vite,/usr/share/pixmaps/vite.xpm,vite
Viva,viva,viva.png,viva
VMware Player,vmware-player,/usr/share/pixmaps/vmware-player.png,vmware-player
VMware View Open Client,vmware-view,vmware-view.png,vmware-view
VolumeControl,VolumeControl,/usr/lib/GNUstep/Applications/VolumeControl.app/Resources/headphones.tiff,headphones
VoR,vor,/usr/share/vor/icon.png,vor
vpnpptp,vpnpptp,/usr/share/pixmaps/vpnpptp.png,vpnpptp
Warmux,warmux,warmux_128x128.png,warmux
WatchFolderAndSend,WatchFolderAndSend,/usr/share/pixelmed/icons/WatchFolderAndSend.png,WatchFolderAndSend
Wbar-config,wbar-config,/usr/share/pixmaps/wbar/wbar.png,wbar
Web Storm,jetbrains-webstorm,hardcoded,webide
Web Storm,jetbrains-webstorm-ce,hardcoded,webide
Web Storm,webstorm,/opt/webstorm/bin/webstorm.svg,webide
web2py,web2py,/usr/share/pixmaps/web2py.png,web2py
WebHTTrack Website Copier,WebHTTrack,/usr/share/httrack/icons/webhttrack.xpm,webhttrack
Welcome Screen,mintWelcome,/usr/lib/linuxmint/mintWelcome/icons/logo.svg,mintInstall
Welcome Screen,mintWelcome,/usr/lib/linuxmint/mintWelcome/icons/logo_kde.svg,logo_kde
Widelands,widelands,/usr/share/games/widelands/pics/wl-ico-64.png,widelands
WiFi Radar,wifi-radar,wifi-radar.svg,wifi-radar
Window Maker,wmaker-commonr,,wmaker
Winefish Editor,winefish-project,/usr/share/pixmaps/winefish-icon.png,winefish
Winefish LaTeX Editor,winefish,/usr/share/pixmaps/winefish-icon.png,winefish
Wings3D,wings3d,/usr/share/icons/wings3d.xpm,wings3d
Wings3D polygon mesh modeller,wings3d,/usr/share/icons/wings3d.xpm,wings3d
WinUSB,winusbgui,winusbgui-icon.png,winusb
Wireframe Sketcher,wireframesketcherstudio,/usr/share/icons/hicolor/128x128/apps/WireframeSketcher.png,wireframe-sketcher
Wireless Monitor,mb-applet-wireless,signal-81-100.png,signal-81-100
Wmii,wmii,wmii.png,wmii
Wmitime,wmitime,,wmitime
Word War vi,wordwarvi,/usr/share/pixmaps/wordwarvi.xpm,wordwarvi
Wordpress Desktop Client,wordpress-com,/usr/local/WordPress.com/WordPress.png,wordpress
WrapperFactory,WrapperFactory,/usr/lib/GNUstep/Applications/WrapperFactory.app/Resources/WrapperFactory.tiff,wrapperfactory.app
Writetype,writetype,/usr/share/writetype/res/key120x120.png,writetype
wxFormBuilder,wxformbuilder,wxformbuilder.png,wxformbuilder
wxMaxima,wxmaxima,/usr/share/wxMaxima/wxmaxima.png,wxmaxima
wxMEdit,wxmedit,/usr/share/pixmaps/wxmedit.png,wxmedit
X Tile,x-tile,/usr/share/pixmaps/x-tile.svg,x-tile
X-Diagnose,xdiagnose,/usr/share/xdiagnose/icons/microscope.svg,xdiagnose
Xabacus,xabacus,/usr/share/pixmaps/xabacus.m.xpm,xabacus.m
Xabacus,xmabacus,/usr/share/pixmaps/xabacus.m.xpm,xmabacus.m
Xaos - Fractal Zoomer,xaos,xaos.png,xaos
xbarrel,xbarrel,/usr/share/pixmaps/xbarrel.m.xpm,xbarrel.m
XCrySDen,xcrysden,/usr/share/xcrysden/images/xcrysden.png,xcrysden
xcubes,xcubes,/usr/share/pixmaps/xcubes.m.xpm,xcubes.m
Xdemineur,xdemineur,/usr/share/pixmaps/xdemineur-icon.xpm,xdemineur-icon
xdemorse,xdemorse,xdemorse.xpm,xdemorse
xdino,xdino,/usr/share/pixmaps/xdino.m.xpm,xdino.m
Xdx,Xdx,/usr/share/xdx/pixmaps/xdx.png,xdx
Xfce Session,xfce,,start-here-xfce
XFLR5,xflr5,/usr/share/pixmaps/xflr5.png,xflr5
xhexagons,xhexagons,/usr/share/pixmaps/xhexagons.m.xpm,xhexagons.m
XIA,xia,/usr/share/xia/images/xia.gif,xia
Xix player,xix-media-player,/usr/share/pixmaps/xix-player.png,xix-player
Xjump,xjump,xjump-icon.xpm,xjump-icon
xmahjongg,xmahjongg,,xmahjongg
xmball,xmball,/usr/share/pixmaps/xmball.m.xpm,xmball.m
xmbarrel,xmbarrel,/usr/share/pixmaps/xbarrel.m.xpm,xbarrel.m
xmcubes,xmcubes,/usr/share/pixmaps/xcubes.m.xpm,xcubes.m
xmdino,xmdino,/usr/share/pixmaps/xdino.m.xpm,xdino.m
xmhexagons,xmhexagons,/usr/share/pixmaps/xhexagons.m.xpm,xhexagons.m
Xmille,xmille,,xmille
Xmind,xmind,/usr/local/xmind/xmind-logo-36.png,xmind
xmlink,xmlink,/usr/share/pixmaps/xmlink.m.xpm,xmlink.m
xmmball,xmmball,/usr/share/pixmaps/xmball.m.xpm,xmball.m
xmmlink,xmmlink,/usr/share/pixmaps/xmlink.m.xpm,xmlink.m
XMMS2tray,xmms2tray,/usr/share/xmms2tray/data/xmms2_24.png,xmms2tray
xmoct,xmoct,/usr/share/pixmaps/xoct.m.xpm,xoct.m
XMonad,xmonad,xmonad.png,xmonad
xmpanex,xmpanex,/usr/share/pixmaps/xpanex.m.xpm,xpanex.m
xmpyraminx,xmpyraminx,/usr/share/pixmaps/xpyraminx.m.xpm,xpyraminx.m
xmrubik,xmrubik,/usr/share/pixmaps/xrubik.m.xpm,xrubik.m
xmskewb,xmskewb,/usr/share/pixmaps/xskewb.m.xpm,xskewb.m
xmtriangles,xmtriangles,/usr/share/pixmaps/xtriangles.m.xpm,xtriangles.m
XnConvert,XnConvert,/opt/XnConvert/xnconvert.png,xnconvert
xoct,xoct,/usr/share/pixmaps/xoct.m.xpm,xoct.m
xombrero Browser,xombrero,/usr/share/xombrero/xombreroicon64.png,xombreroicon64
Xonotic,xonotic,/usr/share/pixmaps/xonotic.png,xonotic
xpanex,xpanex,/usr/share/pixmaps/xpanex.m.xpm,xpanex.m
xpyraminx,xpyraminx,/usr/share/pixmaps/xpyraminx.m.xpm,xpyraminx.m
XRCed,xrced,/usr/share/pixmaps/xrced,xrced
xrubik,xrubik,/usr/share/pixmaps/xrubik.m.xpm,xrubik.m
xsensors,xsensors,/usr/share/pixmaps/xsensors/default.xpm,xsensors
xskewb,xskewb,/usr/share/pixmaps/xskewb.m.xpm,xskewb.m
xtriangles,xtriangles,/usr/share/pixmaps/xtriangles.m.xpm,xtriangles.m
Xubuntu Session,xubuntu,,start-here-xfce
xxxterm Browser,xxxterm,/usr/share/xxxterm/xxxtermicon64.png,xxxterm
Yade,yade,/usr/share/pixmaps/yade_32x32.xpm,yade
Yandex-disk,ya,/usr/share/ya-gui/ya.png,ya
Yandex.Disk daemon,Yandex.Disk,/opt/yd-tools/icons/yd-128_g.png,yd-128_g
Yandex.Disk indicator,Yandex.Disk-indicator,/opt/yd-tools/icons/yd-128.png,yd-128
YATE,yate-qt4,/usr/share/pixmaps/null_team-48.png,yate
YATE,yate-qt4,null_team-48.png,yate
Yi (Emacs keymap),yi-emacs,/usr/share/yi-0.6.7.0/art/yi+lambda-fat-32.png,yi+lambda-fat
Yi (Vim keymap),yi-vim,/usr/share/yi-0.6.7.0/art/yi+lambda-fat-32.png,yi+lambda-fat
YouTubeDL GUI,youtube-dlg,/usr/share/pixmaps/youtube-dlg.png,youtube-dlg
Yudit,yudit,yudit.png,yudit
Zapping TV Viewer,zapping,/usr/share/pixmaps/zapping/gnome-television.png,gnome-television
Zenmap,zenmap,/usr/share/zenmap/pixmaps/zenmap.png,zenmap
Zenmap (as root),zenmap-root,/usr/share/zenmap/pixmaps/zenmap.png,zenmap
Zenmap (root),zenmap-root,/usr/share/zenmap/pixmaps/zenmap.png,zenmap
Zipper,Zipper,zipper.tiff,zipper
ZuluCrypt,zuluCrypt,zuluCrypt.png,zuluCrypt
ZuluCrypt Key Server,zuluCryptKeyServer,zuluCrypt.png,zuluCrypt
ZuluMount,zuluMount,zuluMount.png,zuluMount
ZynAddSubFX Software Synthesizer,zynaddsubfx,/usr/share/pixmaps/zynaddsubfx.xpm,zynaddsubfx
Zyne,zyne,/usr/share/pixmaps/zyne.png,zyne
,vnd.clam.network,/usr/share/networkeditor/NetworkEditor-icon.svg,NetworkEditor-icon
,x-latexdraw-project,/usr/share/pixmaps/latexdraw32.xpm,latexdraw32
,x-text-pgf,/usr/share/pixmaps/ktikz32.xpm,ktikz32
,x-progress-quest-save,mime_application_x-progress-quest-save.svg,mime_application_x-progress-quest-save
,libreoffice-ms-excel-sheet,,ms-excel-sheet
,libreoffice-ms-excel-sheet-12,,ms-excel-sheet-12
,libreoffice-ms-excel-sheet-binary-12,,ms-excel-sheet-binary-12
,libreoffice-ms-excel-template-12,,ms-excel-template-12
,libreoffice-ms-powerpoint-presentation,,ms-powerpoint-presentation
,libreoffice-ms-powerpoint-presentation-12,,ms-powerpoint-presentation-12
,libreoffice-ms-powerpoint-template-12,,ms-powerpoint-template-12
,libreoffice-ms-word-document,,ms-word-document
,libreoffice-ms-word-document2,,ms-word-document2
,libreoffice-ms-word-document-12,,ms-word-document-12
,libreoffice-ms-word-template-12,,ms-word-template-12
,libreoffice-openxmlformats-officedocument-presentationml-presentation,,presentationml-presentation
,libreoffice-openxmlformats-officedocument-presentationml-template,,presentationml-template
,libreoffice-openxmlformats-officedocument-spreadsheetml-sheet,,spreadsheetml-sheet
,libreoffice-openxmlformats-officedocument-spreadsheetml-template,,spreadsheetml-template
,libreoffice-openxmlformats-officedocument-wordprocessingml-document,,wordprocessingml-document
,libreoffice-openxmlformats-officedocument-wordprocessingml-template,,wordprocessingml-template
,signon-ui-browser-process,,login
